Year,Gender,State,Name,Count
1923,M,MS,James,1545
1923,M,MT,Robert,335
1932,F,FL,Mary,837
1923,M,MN,Robert,1499
1955,M,FL,James,2113
1923,M,MO,Robert,1671
1948,M,SD,Robert,378
1948,M,SC,James,2276
1957,F,MA,Susan,2057
1957,F,MD,Deborah,1015
1923,M,ND,John,243
1923,M,NE,Robert,867
1923,M,NJ,John,2358
1923,M,NH,Robert,251
1955,M,GA,James,2567
1923,M,NC,James,3059
1923,M,NV,Robert,40
1989,F,DC,Ashley,86
1991,M,WY,Michael,85
1930,M,AK,John,25
1957,F,MT,Mary,239
1930,M,AL,James,2399
1989,F,DE,Ashley,161
1957,F,MS,Mary,1164
1957,F,MN,Mary,1731
1930,M,AR,James,1244
1925,F,SC,Mary,1670
1948,M,TN,James,2959
1991,M,WV,Joshua,395
1957,F,MO,Mary,1609
1923,M,NY,John,6224
1957,F,MI,Mary,3197
1925,F,SD,Mary,265
1923,M,NM,Jose,214
1930,M,AZ,Robert,195
1957,F,ME,Susan,378
1957,F,NC,Mary,1505
1923,M,OH,Robert,4261
1957,F,NE,Mary,512
1957,F,ND,Mary,247
1923,M,OK,James,1205
1923,M,KS,Robert,985
1948,M,UT,Robert,385
1964,F,AL,Lisa,825
1964,F,AK,Mary,84
1955,M,DE,John,269
1925,F,VA,Mary,1940
1955,M,DC,Michael,799
1964,F,AR,Lisa,510
1987,M,AL,Christopher,913
1987,M,AK,Christopher,174
1989,F,CA,Jessica,6532
1932,F,DC,Mary,309
1989,F,CT,Jessica,595
1932,F,DE,Mary,97
1987,M,AR,Christopher,503
1925,F,UT,Betty,262
1923,M,KY,James,2182
1989,F,CO,Ashley,626
1948,M,TX,James,4119
1923,M,LA,John,897
1987,M,AZ,Michael,943
1930,M,CO,Robert,557
1948,M,VT,Robert,224
1932,F,CT,Mary,493
1930,M,CT,John,882
1955,M,CA,Michael,7856
1955,M,CO,Michael,970
1989,F,AZ,Jessica,775
1932,F,CO,Mary,496
1964,F,AZ,Mary,368
1957,F,LA,Mary,1318
1923,M,ME,Robert,331
1925,F,TN,Mary,2442
1932,F,CA,Barbara,1653
1955,M,CT,Robert,1445
1923,M,MD,William,1001
1923,M,MI,Robert,2673
1948,M,VA,James,2449
1930,M,CA,Robert,2460
1925,F,TX,Mary,3535
2014,M,WV,Mason,129
1957,F,KY,Mary,1198
1923,M,MA,John,2654
1957,F,KS,Debra,726
2014,M,WY,Jackson,34
1987,M,CA,Michael,7449
1948,M,WV,James,1629
1991,M,TX,Michael,3796
1989,F,IL,Ashley,2267
1989,F,IN,Ashley,1183
2014,M,WA,Liam,407
1964,F,CT,Lisa,949
1989,F,IA,Ashley,551
1991,M,TN,Joshua,1100
1964,F,CO,Lisa,447
1989,F,ID,Jessica,208
1923,M,IN,Robert,2283
1948,M,WI,James,2189
1923,M,IL,Robert,4164
2014,M,WI,Mason,385
1987,M,CO,Michael,882
1987,M,CT,Michael,1184
1948,M,WA,Robert,1276
1925,F,WV,Mary,1549
1925,F,WY,Mary,132
2014,M,VT,Liam,47
1932,F,AZ,Mary,288
1964,F,CA,Lisa,4805
1987,M,DC,Michael,309
1925,F,WA,Betty,511
1989,F,HI,Ashley,155
1932,F,AR,Mary,1249
1987,M,DE,Michael,236
2014,M,VA,William,590
1925,F,WI,Mary,1010
1955,M,AL,James,2201
1955,M,AK,David,180
1932,F,AK,Mary,26
1932,F,AL,Mary,2339
1957,F,RI,Susan,323
1955,M,AR,James,1094
1925,F,VT,Mary,141
1964,F,DE,Lisa,174
2014,M,UT,William,282
1955,M,AZ,David,610
1964,F,DC,Lisa,368
1948,M,WY,Robert,175
1991,M,VT,Joshua,122
1957,F,NJ,Susan,1865
1989,F,GA,Brittany,1600
1957,F,NM,Mary,440
1957,F,NH,Susan,209
1991,M,WI,Michael,1065
2014,M,TN,William,544
1991,M,WA,Michael,1022
1957,F,NV,Linda,71
2014,M,TX,Noah,2067
1957,F,NY,Mary,5265
1989,F,FL,Ashley,2508
1957,F,OR,Susan,477
1991,M,UT,Michael,437
1964,F,FL,Lisa,1190
1987,M,FL,Michael,3056
1923,M,HI,George,110
1957,F,OK,Debra,571
1957,F,OH,Mary,3459
1923,M,IA,Robert,1584
1957,F,PA,Mary,3968
1923,M,ID,Robert,235
1991,M,VA,Michael,1389
1987,M,GA,Christopher,1758
1957,F,TX,Mary,3617
1989,F,MO,Jessica,1062
1989,F,MN,Ashley,879
1955,M,NM,Robert,496
1989,F,MS,Brittany,562
1923,M,VA,James,1868
1989,F,ME,Ashley,223
1989,F,MD,Ashley,963
1955,M,NY,Robert,8806
1993,F,WA,Jessica,698
1923,M,UT,Robert,240
1930,M,IA,Robert,1384
1989,F,MI,Ashley,2139
1955,M,NV,Michael,149
1916,M,SD,John,237
1916,M,SC,James,1511
1957,F,TN,Mary,1104
1964,F,GA,Lisa,1174
1930,M,HI,George,190
1962,M,AR,James,837
1989,F,ND,Ashley,129
1989,F,NC,Brittany,1839
1955,M,OK,David,1143
1989,F,MT,Ashley,135
1955,M,OH,David,5492
1962,M,AL,James,1649
1993,F,VT,Emily,96
1962,M,AK,John,157
1993,F,WY,Ashley,56
1955,M,MO,Michael,2320
1991,M,OR,Michael,528
1955,M,MN,David,2043
1923,M,WA,Robert,784
1991,M,OH,Michael,2789
1957,F,UT,Cindy,306
1923,M,VT,Robert,170
1948,M,LA,James,1570
1991,M,OK,Joshua,576
1955,M,MT,Robert,338
1955,M,MS,James,1738
1991,M,PA,Michael,3082
1993,F,WI,Ashley,647
1948,M,KY,James,2383
1930,M,ID,Robert,201
1989,F,MA,Ashley,1081
1964,F,HI,Lisa,180
1948,M,KS,Robert,896
1955,M,NJ,Robert,3473
1930,M,IN,Robert,2289
1955,M,NH,David,376
1930,M,IL,Robert,4669
1916,M,TN,James,1647
1993,F,WV,Ashley,255
1955,M,NE,Michael,830
1955,M,ND,David,323
1957,F,VA,Mary,1195
1923,M,WI,Robert,1783
1955,M,NC,James,3004
1916,M,TX,James,1752
1964,F,IN,Lisa,1629
1948,M,MI,Robert,3903
1948,M,ME,Robert,557
1948,M,MD,John,1429
1962,M,CA,David,7942
1948,M,MA,Robert,3547
1991,M,RI,Michael,340
1955,M,MA,John,3352
1991,M,SD,Michael,147
1964,F,IA,Lisa,806
1964,F,ID,Lisa,160
1957,F,SD,Debra,243
1957,F,SC,Mary,995
1962,M,CT,John,1431
1923,M,TN,James,2424
1996,F,AZ,Jessica,446
1989,F,LA,Brittany,1157
1991,M,SC,Christopher,739
1989,F,KS,Jessica,484
1955,M,MI,Michael,4794
1964,F,IL,Lisa,2732
1955,M,ME,David,556
1962,M,CO,David,911
1955,M,MD,Michael,1475
1989,F,KY,Brittany,844
1916,M,UT,John,180
1948,M,NM,Robert,349
1948,M,NJ,Robert,3336
1996,F,AK,Ashley,57
1930,M,KY,James,2028
1948,M,NH,Robert,355
1996,F,AL,Hannah,393
1930,M,LA,James,883
1948,M,NE,James,741
1948,M,ND,James,330
1916,M,VA,James,1401
1948,M,NC,James,3580
1955,M,KS,David,1162
1923,M,TX,James,2736
1962,M,AZ,David,707
1996,F,AR,Hannah,278
1955,M,KY,James,1911
1948,M,MT,Robert,378
1948,M,MS,James,2141
1930,M,KS,Robert,986
1948,M,MO,James,2232
1955,M,LA,James,1489
1948,M,MN,James,1658
1916,M,VT,Robert,132
1964,F,KS,Lisa,447
1948,M,OK,James,1095
1948,M,OH,James,5012
1916,M,WA,Robert,461
1991,M,LA,Christopher,886
1964,F,KY,Lisa,1117
1991,M,MA,Michael,1960
1923,M,RI,John,406
1916,M,WI,John,932
1930,M,DE,William,138
1948,M,NY,Robert,9015
1930,M,DC,William,284
1948,M,NV,Robert,88
1996,F,DC,Alexis,69
1916,M,WV,John,648
1996,F,DE,Emily,85
1955,M,IL,Michael,5900
1916,M,WY,John,72
1996,F,CO,Emily,350
1996,F,CT,Emily,392
1955,M,IN,David,2704
1948,M,PA,John,7299
1964,F,LA,Lisa,968
1991,M,KY,Joshua,799
1923,M,SC,James,1917
1923,M,SD,Robert,374
1996,F,CA,Jessica,3835
1948,M,OR,John,734
1991,M,KS,Michael,489
1996,F,FL,Ashley,1398
1984,M,WV,Joshua,547
1955,M,HI,Michael,310
1989,F,OR,Ashley,503
1964,F,MT,Lisa,173
1991,M,NM,Michael,319
1964,F,MS,Mary,721
1991,M,NH,Michael,274
1991,M,NJ,Michael,2669
1989,F,OH,Ashley,2376
1957,F,VT,Mary,156
1991,M,NC,Christopher,1560
1989,F,OK,Ashley,623
1991,M,ND,Tyler,143
1984,M,WY,Michael,144
1991,M,NE,Jacob,310
1923,M,OR,Robert,516
1964,F,ME,Lisa,384
1989,F,PA,Ashley,2124
1964,F,MA,Lisa,2121
1964,F,MD,Lisa,980
1957,F,WI,Mary,2128
1919,M,CA,Robert,1346
1964,F,MN,Mary,1113
1955,M,ID,Michael,345
1923,M,PA,John,7206
1991,M,NY,Michael,5647
1964,F,MO,Lisa,1327
1955,M,IA,David,1597
1964,F,MI,Lisa,2306
1930,M,FL,James,824
1991,M,NV,Michael,326
1957,F,WA,Susan,700
1991,M,MN,Michael,1036
1991,M,MO,Michael,1104
1989,F,NM,Ashley,310
1964,F,NV,Lisa,118
1984,M,VT,Christopher,144
1964,F,NY,Lisa,4962
1919,M,AK,John,24
1919,M,AL,James,2223
1957,F,WY,Mary,108
1989,F,NE,Ashley,346
1948,M,RI,Robert,634
1989,F,NH,Jessica,241
1957,F,WV,Debra,606
1991,M,MI,Michael,2351
1989,F,NJ,Jessica,1421
1919,M,AR,James,1221
1991,M,MD,Michael,1258
1991,M,ME,Joshua,261
1930,M,GA,James,2379
1964,F,NH,Lisa,250
1964,F,NC,Lisa,1474
1919,M,AZ,John,135
1984,M,WA,Michael,1102
1964,F,NE,Mary,395
1964,F,ND,Lisa,153
1989,F,NV,Jessica,234
1991,M,MS,Christopher,502
1964,F,NJ,Lisa,2063
1989,F,NY,Jessica,2956
1984,M,WI,Michael,1383
1991,M,MT,Michael,139
1964,F,NM,Mary,257
1991,M,HI,Joshua,194
1989,F,UT,Jessica,529
1948,M,CA,Robert,5883
1984,M,UT,Michael,597
1987,M,OK,Michael,676
2007,M,WY,James,38
1987,M,OR,Michael,584
1993,F,NY,Ashley,2452
1994,M,AZ,Michael,689
1993,F,NV,Ashley,228
2007,M,WV,Jacob,203
1993,F,NE,Ashley,217
1971,F,AZ,Jennifer,508
1993,F,ND,Samantha,99
1993,F,NC,Ashley,1043
1987,M,PA,Michael,3465
1984,M,VA,Christopher,1604
1993,F,NH,Emily,166
1993,F,NM,Ashley,211
1971,F,AR,Angela,402
1989,F,VA,Jessica,1254
1996,F,HI,Taylor,109
1993,F,NJ,Jessica,1079
1971,F,CO,Jennifer,722
1993,F,OR,Jessica,393
1948,M,DC,John,818
1989,F,TX,Ashley,3535
1984,M,TN,Christopher,1262
1991,M,GA,Christopher,1583
1989,F,TN,Jessica,1180
1994,M,CA,Daniel,5113
1948,M,CT,Robert,1374
1930,M,RI,Robert,383
1984,M,TX,Christopher,4969
2007,M,VT,Logan,50
2014,M,IA,Liam,217
1971,F,CA,Jennifer,5458
1994,M,CT,Michael,775
2007,M,WI,Ethan,436
1948,M,CO,Robert,838
1996,F,GA,Ashley,758
2014,M,ID,Liam,116
1993,F,OH,Ashley,1610
2007,M,WA,Jacob,507
2014,M,IN,Liam,477
2014,M,IL,Noah,835
1994,M,CO,Michael,530
1993,F,OK,Ashley,426
1930,M,SC,James,1606
1930,M,SD,Robert,384
1993,F,PA,Ashley,1460
2014,M,HI,Noah,99
1987,M,RI,Michael,315
1948,M,DE,James,213
1996,F,IL,Jessica,1241
1991,M,IL,Michael,3157
1996,F,IN,Emily,646
1971,F,AK,Jennifer,110
1971,F,AL,Jennifer,727
1989,F,RI,Amanda,237
1991,M,ID,Michael,204
1991,M,IA,Jacob,525
1989,F,SC,Brittany,1017
1994,M,AR,Michael,320
1984,M,SC,Christopher,902
1989,F,SD,Ashley,123
1996,F,IA,Emily,375
1987,M,SD,Matthew,153
2014,M,GA,William,719
1987,M,SC,Christopher,805
1994,M,AL,Christopher,673
1994,M,AK,Michael,101
1996,F,ID,Emily,127
1991,M,IN,Michael,1178
1984,M,SD,Matthew,220
1928,F,AL,Mary,2501
1991,M,DE,Michael,222
1928,F,AK,Mary,27
2014,M,FL,Noah,1213
1991,M,DC,Michael,265
1948,M,GA,James,2881
1930,M,MA,Robert,2693
1930,M,ME,Robert,442
1930,M,MD,William,901
1928,F,AZ,Mary,283
1996,F,LA,Alexis,396
1993,F,RI,Ashley,134
1928,F,AR,Mary,1172
1948,M,FL,James,1726
1984,M,RI,Michael,356
1987,M,TN,Christopher,1222
1996,F,KS,Madison,232
1991,M,CA,Michael,7572
1930,M,NC,James,2733
1996,F,KY,Hannah,437
1987,M,TX,Christopher,4277
1930,M,ND,Robert,323
1930,M,NE,Robert,815
1991,M,CT,Michael,1074
1930,M,MI,Robert,3254
1993,F,SD,Ashley,105
1993,F,SC,Ashley,521
1957,F,AR,Mary,669
1930,M,MN,Robert,1297
1930,M,MO,Robert,1848
1991,M,CO,Michael,788
1957,F,AL,Mary,1223
1930,M,MS,James,1739
1957,F,AK,Mary,99
1930,M,MT,Robert,298
1987,M,UT,Michael,480
1989,F,WV,Brittany,402
1989,F,WY,Jessica,79
1930,M,NY,John,6235
1996,F,NV,Jessica,161
1984,M,OH,Michael,3243
1948,M,ID,Robert,306
1984,M,OK,Christopher,965
1993,F,TX,Ashley,2862
1948,M,IA,James,1296
1996,F,NY,Ashley,1892
1923,M,WV,James,1080
1987,M,VA,Christopher,1496
1930,M,OH,Robert,3939
1984,M,OR,Michael,689
1923,M,WY,Robert,125
1930,M,NJ,John,2227
1996,F,ND,Emily,86
1930,M,NH,Robert,310
1996,F,NC,Hannah,752
1996,F,NE,Emily,184
1996,F,NH,Emily,171
1930,M,NM,Joe,171
2014,M,DE,Liam,68
1996,F,NJ,Samantha,844
1993,F,TN,Ashley,828
2014,M,DC,Alexander,75
1930,M,NV,Robert,45
1984,M,PA,Michael,3733
1991,M,FL,Michael,3185
1996,F,NM,Samantha,156
1948,M,HI,Michael,225
1987,M,VT,Christopher,135
1996,F,MS,Ashley,234
1984,M,NM,Christopher,385
2014,M,CO,Liam,305
1996,F,MT,Jessica,68
1984,M,NH,Michael,298
1930,M,PA,John,6059
1984,M,NJ,Michael,2670
2014,M,CT,Mason,230
1993,F,VA,Ashley,926
1984,M,NV,Christopher,267
1987,M,WA,Michael,1076
1989,F,VT,Amanda,97
1996,F,MA,Emily,784
1930,M,OK,James,1149
1989,F,WI,Ashley,900
1996,F,ME,Emily,144
1996,F,MD,Emily,488
1987,M,WI,Michael,1195
1984,M,NY,Michael,5881
1996,F,MI,Emily,1079
1989,F,WA,Jessica,863
2014,M,CA,Noah,2761
1948,M,IN,James,2189
1930,M,OR,Robert,397
1993,F,UT,Jessica,421
1948,M,IL,Robert,4960
1996,F,MO,Emily,592
1996,F,MN,Emily,542
2007,M,OR,Jacob,257
1957,F,DE,Deborah,183
1993,F,FL,Ashley,1912
1984,M,MI,Michael,2731
2014,M,SD,Liam,57
1984,M,MS,Christopher,745
2007,M,OK,Ethan,324
2014,M,SC,William,363
1957,F,DC,Mary,472
1984,M,MT,Michael,220
1984,M,MN,Matthew,1244
1984,M,MO,Michael,1341
2014,M,RI,Mason,85
1984,M,NC,Christopher,1740
1984,M,ND,Michael,219
1984,M,NE,Matthew,437
2007,M,PA,Michael,1023
1996,F,OR,Emily,323
2007,M,NV,Anthony,254
1987,M,HI,Christopher,232
2007,M,NJ,Michael,984
2007,M,NH,Jacob,126
1986,F,TN,Ashley,1324
2007,M,NM,Jacob,172
1996,F,PA,Emily,1306
2007,M,OH,Jacob,1013
1994,M,LA,Christopher,594
1996,F,OH,Emily,1290
1996,F,OK,Madison,321
1993,F,GA,Ashley,1053
1984,M,MD,Michael,1249
2007,M,NY,Michael,1939
1994,M,KS,Austin,390
1984,M,ME,Christopher,334
1986,F,TX,Ashley,4113
1987,M,ID,Michael,206
1994,M,KY,Austin,638
1987,M,IA,Michael,588
1984,M,MA,Michael,2279
1993,F,HI,Ashley,114
1994,M,HI,Joshua,155
1987,M,IL,Michael,3375
1991,M,AZ,Michael,894
1987,M,IN,Michael,1168
1984,M,KS,Christopher,630
1957,F,AZ,Mary,475
1996,F,SC,Taylor,349
1996,F,SD,Samantha,74
1984,M,KY,Christopher,1056
1996,F,RI,Emily,112
2007,M,RI,Michael,97
1984,M,LA,Christopher,1321
1993,F,IL,Jessica,1762
1994,M,IL,Michael,2374
1993,F,IN,Ashley,836
1994,M,IN,Jacob,974
1994,M,ID,Tyler,190
2014,M,PA,Mason,788
1986,F,RI,Ashley,212
1957,F,CA,Susan,3629
1994,M,IA,Jacob,525
1991,M,AR,Christopher,436
2014,M,OH,Liam,716
1957,F,CT,Susan,898
2014,M,OK,William,209
1986,F,SD,Ashley,175
1986,F,SC,Ashley,837
1993,F,ID,Jessica,186
1991,M,AK,Michael,149
1957,F,CO,Debra,483
1991,M,AL,Christopher,844
1993,F,IA,Ashley,355
2014,M,OR,Liam,211
1996,F,TX,Ashley,2134
1986,F,WV,Ashley,473
2014,M,NV,Noah,192
1957,F,HI,Karen,145
1994,M,FL,Michael,2402
1986,F,WY,Jessica,98
1984,M,ID,Michael,250
2014,M,NY,Jacob,1282
1984,M,IN,Matthew,1394
1920,M,WV,James,969
1920,M,WY,Robert,115
1984,M,IL,Michael,3604
1987,M,KS,Christopher,501
1987,M,KY,Joshua,947
2014,M,NE,Liam,149
1930,M,TN,James,2352
2014,M,ND,Liam,66
2014,M,NJ,Michael,581
1996,F,TN,Ashley,613
2014,M,NH,Jacob,89
1930,M,TX,James,2728
1987,M,LA,Christopher,1065
2014,M,NM,Noah,122
1957,F,IN,Mary,1476
2014,M,MT,William,60
2014,M,MS,William,226
1930,M,VA,James,1668
1920,M,WA,Robert,802
1957,F,IL,Mary,3993
1994,M,GA,Christopher,1199
1993,F,KS,Ashley,333
1984,M,HI,Christopher,242
2014,M,NC,William,728
1957,F,IA,Mary,966
1993,F,KY,Ashley,596
1957,F,ID,Debra,200
1920,M,VT,Robert,139
2014,M,ME,Liam,103
2014,M,MD,Noah,321
2014,M,MI,Liam,571
1930,M,UT,Robert,254
1987,M,MD,Michael,1246
2014,M,MN,Henry,352
1984,M,IA,Matthew,738
1987,M,MA,Michael,2256
1920,M,WI,Robert,1451
2007,M,SD,Ethan,72
2007,M,SC,William,405
1987,M,ME,Joshua,282
2014,M,MO,Liam,411
1986,F,UT,Jessica,473
1994,M,DE,Michael,144
1930,M,WA,Robert,675
1957,F,FL,Mary,1239
1987,M,MI,Michael,2512
1984,M,GA,Christopher,1783
1987,M,MO,Michael,1263
1987,M,MN,Michael,1144
1996,F,WA,Emily,523
1987,M,MT,Michael,167
1987,M,MS,Christopher,634
1930,M,WI,Robert,1798
1994,M,DC,Michael,172
2014,M,MA,Benjamin,453
2007,M,UT,Ethan,349
1996,F,WI,Emily,568
1993,F,LA,Ashley,556
1930,M,VT,Robert,200
1987,M,NE,Andrew,349
1987,M,ND,Matthew,168
1987,M,NC,Christopher,1645
2007,M,VA,William,692
1996,F,VT,Emily,59
1986,F,VA,Ashley,1435
1987,M,NH,Christopher,318
1987,M,NM,Michael,377
2014,M,KS,William,198
1993,F,MO,Jessica,749
2007,M,TX,Jose,2580
1986,F,VT,Ashley,124
1993,F,MN,Ashley,656
1987,M,NJ,Michael,2781
1993,F,MT,Jessica,94
1993,F,MS,Ashley,403
1948,M,AZ,Robert,421
1984,M,FL,Christopher,2989
1996,F,VA,Emily,647
2014,M,KY,William,360
2007,M,TN,William,699
2014,M,LA,Mason,296
1987,M,NY,Michael,5728
1948,M,AR,James,1516
1957,F,GA,Mary,1456
1987,M,NV,Michael,267
1993,F,MD,Ashley,580
1948,M,AL,James,2772
1986,F,WI,Amanda,1084
1948,M,AK,John,98
1993,F,MA,Sarah,755
1930,M,WV,James,1236
1930,M,WY,Robert,151
1993,F,ME,Emily,149
1996,F,UT,Madison,302
1986,F,WA,Jessica,894
1987,M,OH,Michael,2867
1993,F,MI,Ashley,1370
2009,F,MS,Madison,235
2009,F,MT,Emma,70
1928,F,MT,Betty,203
1928,F,MS,Mary,1680
1928,F,MO,Mary,2088
1928,F,MN,Mary,889
1928,F,MI,Mary,2250
1928,F,NH,Mary,151
1952,M,MA,Robert,3402
2009,F,ME,Emma,104
2009,F,MD,Madison,337
1928,F,NE,Betty,573
1952,M,MD,Robert,1461
1928,F,ND,Mary,216
1952,M,ME,David,495
2009,F,MI,Olivia,661
1928,F,NC,Mary,2898
2009,F,MO,Emma,432
2009,F,MN,Olivia,406
2001,F,HI,Taylor,65
1952,M,MO,James,2229
1928,F,NY,Mary,4905
1984,M,DC,Michael,320
2009,F,NV,Isabella,242
1928,F,NV,Mary,25
1935,F,AL,Mary,2214
1952,M,MS,James,1841
1935,F,AK,Mary,29
1952,M,MT,Robert,316
2001,F,GA,Madison,817
2009,F,NY,Isabella,1399
1952,M,MI,Michael,4453
1984,M,DE,Michael,213
1928,F,NM,Mary,380
1958,M,AL,James,1836
1935,F,AR,Mary,1227
1958,M,AK,Michael,151
1952,M,MN,Michael,1864
1928,F,NJ,Mary,1521
2009,F,ND,Olivia,63
2009,F,NC,Emma,586
1928,F,OH,Mary,4003
1952,M,NC,James,3340
2009,F,NE,Addison,129
1958,M,AR,James,940
1952,M,ND,David,344
2009,F,NH,Olivia,100
1952,M,NE,Michael,771
2009,F,NJ,Isabella,744
2009,F,NM,Isabella,161
1958,M,AZ,Robert,609
1996,F,WV,Emily,197
1996,F,WY,Taylor,44
1984,M,CA,Michael,7476
1928,F,KS,Mary,860
2009,F,PA,Isabella,884
2001,F,FL,Emily,1222
2009,F,OH,Isabella,836
1935,F,AZ,Mary,310
1928,F,LA,Mary,1265
2009,F,OK,Isabella,252
1984,M,CO,Michael,938
1958,M,CA,Michael,7627
1984,M,CT,Michael,1160
1928,F,KY,Mary,2165
2009,F,OR,Emma,236
1935,F,CO,Mary,472
1984,M,AZ,Michael,1045
1952,M,KS,Michael,1131
1958,M,CO,Michael,942
1935,F,CT,Barbara,494
1935,F,CA,Barbara,1521
1952,M,LA,James,1500
1928,F,ME,Mary,217
1958,M,CT,Michael,1471
1928,F,MD,Mary,1132
1928,F,MA,Mary,2152
1958,M,DC,Michael,843
1952,M,KY,James,2063
2009,F,IN,Emma,492
1958,M,DE,Michael,311
1962,M,UT,David,559
1918,F,DC,Mary,247
1918,F,DE,Mary,178
2001,F,CT,Emily,327
1952,M,HI,Michael,236
1935,F,DC,Mary,325
2009,F,IA,Ava,215
1928,F,RI,Mary,319
1984,M,AK,Christopher,200
1984,M,AL,Christopher,1099
1952,M,IA,Michael,1444
2009,F,ID,Olivia,120
2001,F,DC,Emily,57
1984,M,AR,Christopher,585
1962,M,VA,James,1942
1935,F,DE,Mary,92
2001,F,DE,Madison,89
2009,F,IL,Isabella,942
1952,M,IL,Michael,5196
1952,M,IN,Michael,2587
1962,M,TX,David,4443
1918,F,CO,Mary,539
1918,F,CA,Mary,1252
1952,M,ID,Michael,328
1962,M,TN,James,1904
2001,F,CO,Emily,364
2001,F,CA,Emily,2927
1928,F,SD,Betty,236
1928,F,SC,Mary,1539
1918,F,CT,Mary,1119
2009,F,KS,Emma,218
1958,M,FL,James,2262
1952,M,FL,James,1798
2001,F,AZ,Ashley,377
1962,M,WY,David,157
2009,F,KY,Emma,330
1928,F,OR,Betty,322
1962,M,WV,David,861
2001,F,AR,Hannah,292
1928,F,OK,Betty,1453
1935,F,FL,Mary,781
1928,F,PA,Mary,5739
1958,M,GA,James,2151
1918,F,AK,Mary,27
1918,F,AL,Mary,1914
1952,M,GA,James,2725
1962,M,VT,Michael,210
2009,F,MA,Olivia,514
2009,F,LA,Ava,313
2001,F,AL,Madison,418
1918,F,AZ,Mary,272
1935,F,GA,Mary,2086
2001,F,AK,Madison,54
1962,M,WI,Michael,2094
1918,F,AR,Mary,1048
1962,M,WA,Michael,1260
1958,M,HI,Michael,309
2009,F,VA,Isabella,477
1952,M,DC,John,843
1918,F,HI,Mary,103
1952,M,DE,William,226
2001,F,PA,Emily,1118
1918,F,IA,Mary,1070
1918,F,ID,Mary,214
2009,F,UT,Olivia,268
1958,M,IA,David,1392
1958,M,ID,Michael,303
1958,M,IN,Michael,2453
2001,F,OK,Madison,384
2009,F,WA,Isabella,451
1928,F,FL,Mary,916
1958,M,IL,Michael,5998
2001,F,OH,Madison,1252
1922,F,SC,Mary,1634
1922,F,SD,Dorothy,250
2009,F,WI,Olivia,364
1928,F,GA,Mary,2213
1922,F,RI,Mary,461
2009,F,VT,Emma,38
2001,F,OR,Emily,295
1918,F,FL,Mary,585
2001,F,NE,Madison,190
2001,F,ND,Madison,91
2001,F,NC,Hannah,801
2011,M,WA,Mason,447
2001,F,NJ,Emily,768
2001,F,NH,Emily,143
2011,M,WI,Mason,512
1928,F,CA,Mary,1787
2001,F,NV,Emily,172
1918,F,GA,Mary,2203
2001,F,NY,Emily,1574
2001,F,NM,Alexis,139
1928,F,CT,Mary,643
2009,F,WV,Madison,149
2009,F,WY,Isabella,36
1928,F,CO,Mary,539
2011,M,VT,Liam,41
2001,F,ME,Emily,148
2001,F,MD,Emily,450
2001,F,MI,Madison,930
1928,F,DE,Mary,116
1958,M,KY,James,1764
1952,M,CA,Michael,7061
1928,F,DC,Mary,335
2001,F,MA,Emily,707
1958,M,KS,David,1065
1958,M,LA,Michael,1667
2001,F,MT,Madison,103
2001,F,MS,Madison,263
1922,F,TN,Mary,2245
2011,M,WV,Mason,160
1952,M,CO,Robert,865
2011,M,WY,William,32
1922,F,TX,Mary,3370
2001,F,MO,Hannah,595
1952,M,CT,Robert,1382
2001,F,MN,Emily,482
2001,F,LA,Madison,482
2011,M,TX,Jacob,2043
1928,F,IN,Mary,2050
1922,F,VA,Mary,2010
1928,F,IL,Mary,3415
2001,F,KY,Madison,517
1958,M,MA,John,3365
1958,M,MD,Michael,1737
1918,F,ME,Mary,262
1918,F,MD,Mary,1076
2011,M,TN,William,605
1918,F,MI,Mary,1787
1958,M,MI,Michael,4521
1922,F,UT,Mary,223
1958,M,ME,Michael,611
1918,F,MA,Mary,3006
1990,F,WY,Ashley,73
1918,F,KS,Mary,884
1958,M,MT,David,318
1958,M,MS,James,1500
1958,M,MN,Michael,1782
1922,F,WA,Mary,531
1990,F,WV,Brittany,379
1958,M,MO,Michael,2149
2009,F,SC,Emma,283
2011,M,VA,William,588
2009,F,SD,Emma,59
1922,F,WI,Dorothy,1048
2001,F,KS,Madison,259
1958,M,NC,James,2504
1918,F,LA,Mary,1111
1990,F,WI,Ashley,900
1958,M,NE,Michael,726
1958,M,ND,David,319
2009,F,RI,Isabella,89
1952,M,AZ,Robert,522
1952,M,AK,James,134
1918,F,KY,Mary,2139
2011,M,UT,Mason,274
1952,M,AL,James,2394
1958,M,NJ,John,3464
1958,M,NM,David,493
1922,F,VT,Mary,129
1952,M,AR,James,1276
1958,M,NH,Michael,395
1925,F,AK,Mary,24
1925,F,AL,Mary,2694
1990,F,VT,Ashley,101
1925,F,AR,Mary,1403
2011,M,SC,William,410
1990,F,WA,Jessica,844
2011,M,SD,Mason,82
1958,M,NV,Michael,144
1958,M,NY,Michael,9207
2011,M,RI,Mason,85
1958,M,OK,David,1019
1922,F,WV,Mary,1541
1958,M,OH,David,5138
1922,F,WY,Mary,130
2001,F,IA,Madison,329
1918,F,IN,Mary,2316
2001,F,ID,Madison,143
1958,M,OR,David,727
1990,F,UT,Jessica,482
1928,F,HI,Helen,114
1990,F,VA,Brittany,1229
1918,F,IL,Mary,3381
1928,F,ID,Betty,174
1932,F,WV,Mary,1184
